source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	characteristics[cell type]	characteristics[cell line]	Material Type	characteristics[enrichment process]	assay name	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	factor value[cell line]
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 196	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH11.raw	20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH11.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 197	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH3.raw	20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH3.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 198	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH4.raw	20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH4.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 199	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH5.raw	20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH5.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 200	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH6.raw	20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH6.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 201	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	6	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH8.raw	20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH8.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 178	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH11.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH11.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 179	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH3.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH3.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 180	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH4.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH4.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 181	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH5.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH5.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 182	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH6.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH6.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 183	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	7	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH8.raw	20120308_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF5_rep4_pH8.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 202	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	8	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH11.raw	20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH11.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 203	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	8	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH3.raw	20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH3.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 204	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	8	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH4.raw	20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH4.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 205	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	8	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH5.raw	20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH5.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 206	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	8	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH6.raw	20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH6.raw	HeLa-S3
PXD000612-Sample-2	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug EGF	3	epithelial cell	HeLa-S3	cell	no enrichment	run 207	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	8	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH8.raw	20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH8.raw	HeLa-S3
PXD000612-Sample-4	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug Nocodazole	4	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 37	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr1.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr1.raw	HeLa-S3
PXD000612-Sample-4	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug Nocodazole	4	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 38	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr2.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr2.raw	HeLa-S3
PXD000612-Sample-4	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug Nocodazole	4	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 39	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr3.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr3.raw	HeLa-S3
PXD000612-Sample-4	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug Nocodazole	4	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 40	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr4.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr4.raw	HeLa-S3
PXD000612-Sample-4	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug Nocodazole	4	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 41	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr5.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr5.raw	HeLa-S3
PXD000612-Sample-4	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug Nocodazole	4	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 42	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr6.raw	20120207_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep1_Fr6.raw	HeLa-S3
PXD000612-Sample-4	Homo sapiens	cervix	31Y	adult	female	Black	adenocarcinoma	compound: drug Nocodazole	4	epithelial cell	HeLa-S3	cell	enrichment of phosphorylated Protein	run 43	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000612/20120208_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep2_Fr1.raw	20120208_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep2_Fr1.raw	HeLa-S3
